value	analysis	user	time
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:44:26
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:45:18
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:46:09
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:46:31
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:46:38
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:46:40
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:46:45
	Cell Type Proportions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:48:36
['Drd5']	Dot Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:49:42
Drd5	Isoform Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:50:00
Vegfb	Isoform Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:51:03
Vegfb	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:51:47
Oxtr	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:52:23
Oxtr	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:53:07
Oxtr	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:53:57
Oxtr	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:54:11
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:54:52
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:55:16
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:55:20
Avpr1a	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:56:16
Avpr1a	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:56:51
Avpr1a	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:57:33
Avpr1a	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:57:59
Avpr1a	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:58:05
Bdnf	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:58:37
[['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:09
[['Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:17
[['Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:19
[['Thyrotrophs', 'Corticotrophs', 'Stem_cells', 'Gonadotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:29
[['Thyrotrophs', 'Corticotrophs', 'Gonadotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:34
[['Thyrotrophs', 'Corticotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:39
[['Thyrotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 15:59:44
[['Thyrotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:00:29
[['Thyrotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:00:50
[['Thyrotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:01:47
Bdnf	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:02:11
Dio2	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:02:26
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:03:13
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:03:50
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:04:06
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:04:29
Avpr1a	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:04:53
Avpr1a	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:05:20
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:05:46
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:05:52
Oxtr	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:06:58
Oxtr	UMAP Plot	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:07:46
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:10:52
chr6:112470431-112493195	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:10:57
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:13:07
chr6:88191263-88209660	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:13:12
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:13:56
chr10:122447509-122454442	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:14:02
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:14:26
chr1:131596687-131614552	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:14:31
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:15:32
chrX:73891422-73896182	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:15:36
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:16:01
chr10:122447509-122454442	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:16:06
chr10:100009655-100010156	Accessibility Distribution	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:16:29
chr12:90721775-90741215	Genome Browser	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:16:34
Dio2	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:17:21
Dio2	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:17:27
Oxtr	Expression Box Plots	ef32c88d-4c32-4a06-882d-11d3c77bcf7a	2025-12-05 16:17:38
Sox2	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:27:31
Sox2	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:28:06
Bmp4	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:28:12
Bmp4	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:28:28
Bmp4	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:28:33
Emcn	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:28:37
Pou1f1	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:28:51
Tyrobp	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:29:06
Fgf10	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:29:17
Nkx2-1	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:29:26
Pdgfra	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:29:36
Vdr	Expression Box Plots	ee2009e7-858f-407e-a5a5-13532327ec96	2026-02-08 16:29:53
Sox2	Expression Box Plots	bd769b67-4671-4f2e-84fb-531b13a1083d	2026-01-05 08:44:31
Shh	Expression Box Plots	bd769b67-4671-4f2e-84fb-531b13a1083d	2026-01-05 08:44:39
Sox2	UMAP Plot	b3870dca-c82b-4015-842d-9b8fe5a70fe5	2026-01-14 13:59:49
Sox2	Expression Box Plots	b3870dca-c82b-4015-842d-9b8fe5a70fe5	2026-01-14 14:00:01
Sox2	Expression Box Plots	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:01:54
Sox17	Expression Box Plots	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:02:01
Sox17	UMAP Plot	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:02:22
Sox17	UMAP Plot	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:02:37
Sox17	UMAP Plot	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:02:49
Sox17	UMAP Plot	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:03:00
Sox17	UMAP Plot	99d437b3-60b5-40ff-a41f-cfbdcb990fe9	2025-12-09 18:03:22
Sox2	Expression Box Plots	86a25ffc-538b-4ac0-842e-25fa94f83a46	2026-01-26 13:57:33
Esr1	Expression Box Plots	86a25ffc-538b-4ac0-842e-25fa94f83a46	2026-01-26 13:58:03
Ar	Expression Box Plots	86a25ffc-538b-4ac0-842e-25fa94f83a46	2026-01-26 13:58:46
Sox2	Age Correlation	a23b292d-8f69-4721-a744-cbb5d0b95ed9	2026-01-06 08:56:55
Bmp2	Age Correlation	a23b292d-8f69-4721-a744-cbb5d0b95ed9	2026-01-06 08:57:03
chr10:100009655-100010156	Accessibility Distribution	9771d96e-30f1-47e3-b022-e89b456babfd	2026-01-22 16:52:30
chr3:34649994-34652872	Genome Browser	9771d96e-30f1-47e3-b022-e89b456babfd	2026-01-22 16:52:35
Sox2	Expression Box Plots	763fa4dc-df40-4200-85b7-e49d0e0a6d80	2026-01-26 18:40:43
Slc2a1	Expression Box Plots	763fa4dc-df40-4200-85b7-e49d0e0a6d80	2026-01-26 18:41:12
['Sox2']	Dot Plot	efda2bd5-d02f-4660-8503-2c12712a3366	2025-12-13 12:14:18
['Sox2', 'Tead2']	Dot Plot	efda2bd5-d02f-4660-8503-2c12712a3366	2025-12-13 12:14:27
Sox2	Expression Box Plots	a3c0368b-5b4e-4662-a4e8-821318c7de2a	2026-01-23 10:22:54
Sox2	Expression Box Plots	d046c1dc-63f1-45c4-a2a6-730112bcf8a0	2026-01-08 14:14:13
Pou1f1	Expression Box Plots	d046c1dc-63f1-45c4-a2a6-730112bcf8a0	2026-01-08 14:14:56
MA0143.4_SOX2	ChromVAR	d046c1dc-63f1-45c4-a2a6-730112bcf8a0	2026-01-08 14:25:10
MA1643.1_NFIB	ChromVAR	d046c1dc-63f1-45c4-a2a6-730112bcf8a0	2026-01-08 14:25:18
SRX8489834	Download	96746fd6-354c-4006-8b49-b5ff937a6ef2	2025-11-27 15:01:10
MMP3-CONT1	Download	96746fd6-354c-4006-8b49-b5ff937a6ef2	2025-11-27 17:35:54
MMP3-CONT1	Download	96746fd6-354c-4006-8b49-b5ff937a6ef2	2025-11-27 17:36:22
MA0143.4_SOX2	ChromVAR	8c22ffbd-c1c5-45b1-bf73-52ccf04accd8	2025-12-09 10:24:17
MA0476.1_FOS	ChromVAR	8c22ffbd-c1c5-45b1-bf73-52ccf04accd8	2025-12-09 10:24:23
MA0488.1_JUN	ChromVAR	8c22ffbd-c1c5-45b1-bf73-52ccf04accd8	2025-12-09 10:24:40
grouping_1_down	Multimodal Heatmap	8c22ffbd-c1c5-45b1-bf73-52ccf04accd8	2025-12-09 10:26:05
Sox2	Expression Box Plots	46b9068b-627f-4a4e-b86b-64e5b61dbcb5	2025-12-22 07:30:11
Wnt3	Expression Box Plots	46b9068b-627f-4a4e-b86b-64e5b61dbcb5	2025-12-22 07:30:32
Wnt10a	Expression Box Plots	46b9068b-627f-4a4e-b86b-64e5b61dbcb5	2025-12-22 07:47:21
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:47:56
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:48:04
chr3:34649994-34652872	Genome Browser	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:48:09
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:48:28
chr3:34649994-34652872	Genome Browser	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:48:33
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:48:48
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:48:55
chr3:34649994-34652872	Genome Browser	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:49:00
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:49:19
chr3:34649994-34652872	Genome Browser	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:49:24
chr10:100009655-100010156	Accessibility Distribution	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:50:41
chr3:34649994-34652872	Genome Browser	63144eb3-02a6-447c-bd85-3dca48b4f92b	2026-01-31 18:50:46
Sox2	Expression Box Plots	8a6b6669-de00-42b5-8417-215d5e05a912	2025-12-09 09:08:28
Egf	Expression Box Plots	8a6b6669-de00-42b5-8417-215d5e05a912	2025-12-09 09:08:50
Slc12a1	Expression Box Plots	8a6b6669-de00-42b5-8417-215d5e05a912	2025-12-09 09:10:21
Sox2	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 10:49:47
Fgf21	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 10:49:55
Fgf9	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 10:50:31
Mif	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:45:33
Pcsk1n	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:45:51
Hamp2	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:46:06
Scg5	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:46:16
Gpi1	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:46:36
Iapp	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:46:46
Stc1	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:46:59
Inhbe	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:47:17
Prl7c1	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:47:28
Stc2	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:47:44
Sct	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:47:58
Aimp1	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:48:09
Mc2r	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 14:49:12
Creg1	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 15:06:55
Spock2	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-12 15:07:08
Pou1f1	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-13 09:55:27
Neurod4	Expression Box Plots	c3cb0ddc-8ab5-4ba8-9897-d74ee3deaffa	2026-01-13 09:55:41
['Sox2']	Dot Plot	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 14:21:50
['Lmx1b']	Dot Plot	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 14:21:56
['Lmx1b', 'Pitx2']	Dot Plot	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 14:22:00
Sox2	Expression Box Plots	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 14:22:19
Pitx1	Expression Box Plots	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 14:22:26
Pitx2	Expression Box Plots	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 14:22:34
Pitx2	UMAP Plot	6cd9076f-01ec-4965-8781-4c591bacd6be	2026-01-15 16:31:38
['Sox2']	Dot Plot	9a49e749-8f07-4512-a4c5-5965fe904900	2026-01-09 17:18:26
['Sox2', 'Erbb4']	Dot Plot	9a49e749-8f07-4512-a4c5-5965fe904900	2026-01-09 17:18:31
Sox2	Expression Box Plots	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:34:28
Bean1	Expression Box Plots	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:34:35
Bean1	Expression Box Plots	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:34:53
Bean1	Expression Box Plots	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:35:03
Rasal1	Expression Box Plots	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:35:22
Rasal1	Expression Box Plots	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:35:55
['Rasal1']	Dot Plot	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:36:03
['Rasal1', 'Bean1']	Dot Plot	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 13:36:10
Rasal1	UMAP Plot	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 18:17:12
Rasal1	UMAP Plot	30485f49-cfd8-4ab6-be3d-897f172cd4ae	2026-01-14 19:09:11
['SRX8489835', 'Sox2']	Individual Dataset RNA	7c77f82d-503b-4df6-a174-46a8697e46c4	2026-02-03 14:56:50
['SRX26708357', 'Sox2']	Individual Dataset RNA	7c77f82d-503b-4df6-a174-46a8697e46c4	2026-02-03 14:57:03
['SRX26708357', 'Pdgfra']	Individual Dataset RNA	7c77f82d-503b-4df6-a174-46a8697e46c4	2026-02-03 14:57:22
['SRX22219345', 'Pdgfra']	Individual Dataset RNA	7c77f82d-503b-4df6-a174-46a8697e46c4	2026-02-03 14:57:43
['SRX22219346', 'Pdgfra']	Individual Dataset RNA	7c77f82d-503b-4df6-a174-46a8697e46c4	2026-02-03 14:58:02
[['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs'], ['Somatotrophs', 'Lactotrophs', 'Thyrotrophs', 'Corticotrophs', 'Melanotrophs', 'Stem_cells', 'Gonadotrophs']]	Ligand-Receptor Interactions	d2cef73e-1d6c-4783-842e-d06d6ad856f0	2026-02-04 12:32:43
Sox2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:36:36
Sox2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:36:51
Celsr2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:37:00
Celsr2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:37:07
Esr2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:40:05
Esr1	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:40:22
Cyp19a1	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:41:00
Aar2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:41:28
Elf4	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:46:05
Clock	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:46:49
Zfp579	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:47:21
Gata2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:47:58
Nhlh2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:48:35
Nmu	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 09:50:06
Fshr	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:29:54
Creb3l2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:31:30
Crebl2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:31:40
Artn	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:34:07
Rtn1	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:34:29
Fgf11	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:35:03
Camk4	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:35:46
Pcsk1n	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:36:24
Pcdhgb1	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:40:05
Pcdhgb1	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:40:28
Chgb	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:40:58
Scg3	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:45:00
Kcnc3	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 11:45:31
Nr1d2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 12:09:36
Fshr	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 12:09:57
Vegfd	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 14:57:21
Flcn	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 15:13:14
Osbpl10	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 15:20:07
Foxp2	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 15:36:58
Pou3f4	Expression Box Plots	2a9095dc-74ba-489b-9ce1-789284caf979	2025-12-21 15:37:30
Sox2	Expression Box Plots	7eaf084d-ba86-4010-9db3-90d2ceaeb79e	2026-02-10 20:52:16
Malat1	Expression Box Plots	7eaf084d-ba86-4010-9db3-90d2ceaeb79e	2026-02-10 20:52:22
Malat1	Expression Box Plots	7eaf084d-ba86-4010-9db3-90d2ceaeb79e	2026-02-10 20:52:26
Sox2	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:49:46
Sox2	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:49:48
Cpa6	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:49:53
Cpa6	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:50:05
Cpa6	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:50:10
Cpa6	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:50:16
Kcnq5	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:50:40
Vmp1	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:51:39
Vmp1	Age Correlation	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 18:52:34
Vmp1	Expression Box Plots	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 19:24:29
Cga	Expression Box Plots	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 19:24:36
['Cga']	Dot Plot	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 22:27:56
['Cga', 'Prkg1']	Dot Plot	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 22:28:08
['Cga', 'Prkg1', 'Maml2']	Dot Plot	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 22:28:12
['Cga', 'Prkg1', 'Maml2', 'Rbpms', 'Rmst']	Dot Plot	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 22:28:43
['Prkg1', 'Maml2', 'Rbpms', 'Rmst']	Dot Plot	a563a495-57a3-4fec-819f-3da0844071c8	2026-02-08 22:29:13
